,Date,NifClose,CurClose,Open,Volume,Close
0,2012-04-16,5226.200195,51.542999,370.042358,4854071.0,370.537659
1,2012-04-17,5289.700195,51.667999,373.856201,6412063.0,369.695648
2,2012-04-18,5300.0,51.467999,371.47876,6921684.0,370.785339
3,2012-04-19,5332.399902,51.787998,373.410431,8491224.0,367.342957
4,2012-04-20,5290.850098,52.138,366.550476,6886619.0,361.993652
5,2012-04-23,5200.600098,52.068001,359.517151,10202196.0,364.693085
6,2012-04-24,5222.649902,52.498001,366.030396,7690849.0,364.098694
7,2012-04-25,5202.0,52.673,363.603394,6270138.0,364.693085
8,2012-04-26,5189.0,52.537998,365.089325,7005751.0,369.027008
9,2012-04-27,5190.600098,52.403,367.169586,5769578.0,367.516327
10,2012-04-30,5248.149902,52.537998,365.287445,5606182.0,369.051758
11,2012-05-02,5239.149902,52.658001,370.438599,5778059.0,368.284027
12,2012-05-03,5188.399902,52.529999,365.782745,3830290.0,365.956116
13,2012-05-04,5086.850098,52.958,363.256683,7628568.0,359.814331
14,2012-05-07,5114.149902,53.408001,354.143066,9269137.0,354.489777
15,2012-05-08,4999.950195,53.467999,355.628998,7844489.0,350.849304
16,2012-05-09,4974.799805,52.903,347.704102,7410908.0,344.286499
17,2012-05-10,4965.700195,53.118,345.35141,6847940.0,343.815979
18,2012-05-11,4928.899902,53.818001,343.246368,6142699.0,345.32666
19,2012-05-14,4907.799805,53.252998,345.7229,8239557.0,337.451294
20,2012-05-15,4942.799805,53.627998,336.312103,7462767.0,337.624664
21,2012-05-16,4858.25,53.958,334.330872,6262323.0,334.875702
22,2012-05-17,4870.200195,53.787998,336.931213,7188475.0,339.358215
23,2012-05-18,4891.450195,54.487999,335.271942,4772735.0,341.042267
24,2012-05-21,4891.450195,54.467999,340.026886,4712504.0,344.484619
25,2012-05-22,4860.5,54.417999,348.991913,5931793.0,342.305298
26,2012-05-23,4835.649902,55.028,339.382996,5215671.0,340.200226
27,2012-05-24,4921.399902,55.388,343.741669,4845131.0,344.385559
28,2012-05-25,4920.399902,55.993,344.236969,6228531.0,342.354828
29,2012-05-28,4985.649902,55.560001,342.751068,5199022.0,347.530762
30,2012-05-29,4990.100098,55.368,347.803162,6933739.0,347.629822
31,2012-05-30,4950.75,55.368,346.540131,7108815.0,349.809143
32,2012-05-31,4924.25,55.667999,345.2276,18221017.0,349.487213
33,2012-06-01,4841.600098,56.228001,350.354004,8270800.0,339.407745
34,2012-06-04,4848.149902,56.077999,335.321472,6585532.0,343.122528
35,2012-06-05,4863.299805,55.537998,344.732269,6130844.0,347.976532
36,2012-06-06,4997.100098,55.647999,348.917603,10731209.0,354.588867
37,2012-06-07,5049.649902,55.638,357.139679,12896530.0,357.238739
38,2012-06-08,5068.350098,55.358002,355.628998,5869121.0,361.424072
39,2012-06-11,5054.100098,54.938,362.909973,4593928.0,357.734039
40,2012-06-12,5115.899902,55.417999,354.143066,5520457.0,358.08075
41,2012-06-13,5121.450195,55.658001,357.734039,4591934.0,354.786987
42,2012-06-14,5054.75,55.798,354.638397,3451846.0,354.811737
43,2012-06-15,5139.049805,55.678001,355.876648,4585794.0,359.962921
44,2012-06-18,5064.25,55.798,361.746002,4630879.0,356.074768
45,2012-06-19,5103.850098,55.388,355.133698,3601568.0,365.262665
46,2012-06-20,5120.549805,55.903,365.535095,4759616.0,365.237915
47,2012-06-21,5165.0,55.948002,363.553864,10434160.0,355.975708
48,2012-06-22,5146.049805,56.147999,353.424896,8828628.0,352.161865
49,2012-06-25,5114.649902,56.298,353.746826,5129405.0,354.737457
50,2012-06-26,5120.799805,57.118,355.381348,7422874.0,358.35318
51,2012-06-27,5141.899902,57.007999,359.789551,3557266.0,357.85788
52,2012-06-28,5149.149902,57.007999,358.79895,5493413.0,356.570068
53,2012-06-29,5278.899902,56.849998,359.14566,7739826.0,365.460785
54,2012-07-02,5278.600098,56.798,364.296844,3152952.0,365.237915
55,2012-07-03,5287.950195,55.502998,366.500946,4751104.0,364.717834
56,2012-07-04,5302.549805,55.428001,366.525696,4313693.0,363.677704
57,2012-07-05,5327.299805,54.358002,364.024414,3602261.0,365.881805
58,2012-07-06,5316.950195,54.478001,365.535095,4273284.0,363.974884
59,2012-07-09,5275.149902,54.938,361.077362,3599143.0,362.464203
60,2012-07-10,5345.350098,55.403,362.290833,2757163.0,366.377106
61,2012-07-11,5306.299805,55.842999,363.281464,5509003.0,359.418091
62,2012-07-12,5235.25,55.388,357.560669,4645678.0,357.213959
63,2012-07-13,5227.25,55.618,356.619598,5248719.0,355.876648
64,2012-07-16,5197.25,55.928001,356.619598,3372324.0,356.792969
65,2012-07-17,5192.850098,55.138,358.99707,5259656.0,356.297668
66,2012-07-18,5216.299805,55.048,355.628998,3947091.0,354.539307
67,2012-07-19,5242.700195,55.098,356.718658,5390884.0,360.482971
68,2012-07-20,5205.100098,55.313,357.758789,5725819.0,357.932159
69,2012-07-23,5117.950195,55.118,354.143066,4717004.0,356.124298
70,2012-07-24,5128.200195,55.318001,357.114899,3708206.0,358.84848
71,2012-07-25,5109.600098,55.963001,356.817719,4037302.0,356.248138
72,2012-07-26,5043.0,56.108002,357.065369,6468771.0,351.740845
73,2012-07-27,5099.850098,56.158001,356.124298,6214746.0,357.114899
74,2012-07-30,5199.799805,55.518002,358.10553,3213827.0,361.374542
75,2012-07-31,5229.0,55.248001,362.365143,6220930.0,368.308807
76,2012-08-01,5240.5,55.423,366.649536,6660322.0,369.869019
77,2012-08-02,5227.75,55.647999,367.565857,3680261.0,366.302826
78,2012-08-03,5215.700195,55.467999,364.049164,5050568.0,367.788727
79,2012-08-06,5282.549805,55.838001,370.512909,17253037.0,389.334503
80,2012-08-07,5336.700195,55.748001,389.334503,9077838.0,388.195282
81,2012-08-08,5338.0,55.518002,388.839203,8478178.0,391.687195
82,2012-08-09,5322.950195,55.063,390.746124,5884154.0,386.412201
83,2012-08-10,5320.399902,55.417999,385.17395,4928009.0,387.378052
84,2012-08-13,5347.899902,55.268002,386.09024,2853712.0,390.374634
85,2012-08-14,5380.350098,55.278,390.250824,7618768.0,396.021118
86,2012-08-16,5362.950195,55.338001,397.259369,9983216.0,404.243164
87,2012-08-17,5366.299805,55.647999,405.109955,6613375.0,404.218414
88,2012-08-21,5421.0,55.647999,404.168884,5102980.0,403.302094
89,2012-08-22,5412.850098,55.618,400.800812,4037403.0,400.107391
90,2012-08-23,5415.350098,55.728001,401.469482,7689064.0,393.519836
91,2012-08-24,5386.700195,55.498001,392.157745,6976771.0,387.378052
92,2012-08-27,5350.25,55.362999,389.309723,4224728.0,389.978394
93,2012-08-28,5350.25,55.493,389.730743,4049270.0,391.390015
94,2012-08-29,5287.799805,55.257999,391.786255,4080719.0,387.402802
95,2012-08-30,5315.049805,55.498001,386.214081,12573890.0,388.021942
96,2012-08-31,5258.5,55.688,386.337891,6821782.0,379.601746
97,2012-09-03,5253.75,55.662998,380.394257,4518147.0,377.942474
98,2012-09-04,5274.0,55.623001,378.388245,4040417.0,386.139771
99,2012-09-05,5225.700195,55.627998,383.985199,6082377.0,381.954468
100,2012-09-06,5238.399902,55.518002,379.552216,2447189.0,380.493317
101,2012-09-07,5342.100098,55.528,385.694,6378806.0,392.157745
102,2012-09-08,5342.100098,55.647999,385.694,6378806.0,392.157745
103,2012-09-10,5363.450195,55.903,396.243988,4050167.0,392.306335
104,2012-09-11,5390.0,55.658001,391.043304,6303586.0,391.786255
105,2012-09-12,5431.0,55.358002,393.024506,3587189.0,395.302917
106,2012-09-13,5435.350098,55.438,395.302917,5389343.0,395.822998
107,2012-09-14,5577.649902,55.338001,402.682953,16758304.0,416.922974
108,2012-09-17,5610.0,55.208,420.068176,19581744.0,432.772736
109,2012-09-18,5600.049805,55.417999,431.014404,7982160.0,423.782959
110,2012-09-20,5554.25,54.298,416.402924,7065616.0,412.3414
111,2012-09-21,5691.149902,54.007999,412.589081,16584274.0,421.157837
112,2012-09-24,5669.600098,54.018002,421.009247,6878656.0,414.248352
113,2012-09-25,5673.899902,54.018002,415.065582,6386343.0,415.932373
114,2012-09-26,5663.450195,54.257999,415.065582,7687608.0,418.408905
115,2012-09-27,5649.5,53.358002,418.631775,14038996.0,411.02887
116,2012-09-28,5703.299805,53.467999,414.570282,6515276.0,414.669342
117,2012-10-01,5718.799805,53.358002,416.056213,4020692.0,412.836731
118,2012-10-03,5731.25,53.507999,413.307251,10108193.0,419.077576
119,2012-10-04,5787.600098,53.007999,421.281677,5827181.0,422.445648
120,2012-10-05,5746.950195,52.848,425.912781,7252375.0,424.87262
121,2012-10-08,5676.0,52.397999,423.262878,9642125.0,405.852905
122,2012-10-09,5704.600098,52.397999,408.874268,5354197.0,403.822174
123,2012-10-10,5652.149902,52.153,401.692352,4329302.0,404.168884
124,2012-10-11,5708.049805,51.737999,405.654785,5472058.0,406.125336
125,2012-10-12,5676.049805,51.908001,405.555725,4904139.0,405.605255
126,2012-10-15,5687.25,52.638,405.654785,5160103.0,407.660797
127,2012-10-16,5648.0,52.717999,415.511353,10232355.0,402.410553
128,2012-10-17,5660.25,53.042999,404.193634,9652460.0,398.79483
129,2012-10-18,5718.700195,52.667999,399.834961,12276649.0,401.840942
130,2012-10-19,5684.25,52.803001,400.057861,5837376.0,397.630859
131,2012-10-22,5717.149902,53.013,393.866547,6537307.0,403.970764
132,2012-10-23,5691.399902,52.868,402.930634,4381354.0,401.172302
133,2012-10-25,5705.299805,52.868,401.246582,8333146.0,401.395172
134,2012-10-29,5665.600098,53.408001,397.407959,5070092.0,401.791412
135,2012-10-30,5597.899902,53.838001,401.197052,4309203.0,397.853729
136,2012-10-31,5619.700195,53.467999,397.804199,4348470.0,398.96817
137,2012-11-01,5645.049805,53.717999,393.767487,8481957.0,399.760681
138,2012-11-02,5697.700195,53.733002,402.187653,5329269.0,400.181671
139,2012-11-05,5704.200195,53.548,398.05188,2338211.0,399.290131
140,2012-11-06,5724.399902,53.548,398.22522,7130238.0,398.94342
141,2012-11-07,5760.100098,54.077999,397.234619,4807914.0,396.665009
142,2012-11-08,5738.75,53.958,392.776855,5729271.0,394.559967
143,2012-11-09,5686.25,53.877998,392.950226,4889734.0,390.126984
144,2012-11-11,5686.25,53.653,392.950226,4889734.0,390.126984
145,2012-11-12,5683.700195,53.807999,389.235443,5843120.0,389.631683
146,2012-11-15,5631.0,54.588001,390.721344,7038975.0,388.616302
147,2012-11-16,5574.049805,54.417999,390.003174,6626155.0,383.935669
148,2012-11-19,5571.399902,54.198002,383.985199,9564034.0,383.514679
149,2012-11-20,5571.549805,54.358002,386.684601,4353800.0,379.081696
150,2012-11-21,5614.799805,54.588001,379.651276,3974851.0,381.979218
151,2012-11-22,5627.75,54.877998,382.895538,4839706.0,379.329346
152,2012-11-23,5626.600098,54.877998,379.403625,3447158.0,383.242249
153,2012-11-26,5635.899902,54.803001,383.811859,2096510.0,383.192719
154,2012-11-27,5727.450195,54.698002,384.85199,4988158.0,389.705963
155,2012-11-29,5825.0,55.158001,389.309723,9051975.0,395.401978
156,2012-11-30,5879.850098,55.057999,394.287537,8420025.0,393.123596
157,2012-12-03,5870.950195,55.098,393.767487,4762756.0,398.22522
158,2012-12-04,5889.25,55.108002,399.290131,7051360.0,408.478027
159,2012-12-05,5900.5,55.208,410.236359,6237831.0,412.390961
160,2012-12-06,5930.899902,55.443001,414.050232,5323356.0,417.987885
161,2012-12-07,5907.399902,55.636002,416.576263,6086633.0,413.381561
162,2012-12-10,5908.899902,55.448002,413.381561,3774070.0,410.261139
163,2012-12-11,5898.799805,55.702999,412.09375,7500949.0,406.174866
164,2012-12-12,5888.0,54.838001,408.626617,4671957.0,412.390961
165,2012-12-13,5851.5,54.257999,412.390961,5354821.0,413.208191
166,2012-12-14,5879.600098,54.768002,413.332031,4130622.0,415.684723
167,2012-12-17,5857.899902,54.673,413.332031,3344204.0,413.158661
168,2012-12-18,5896.799805,54.537998,413.332031,3690237.0,411.79657
169,2012-12-19,5929.600098,54.132999,413.678741,4023813.0,415.808563
170,2012-12-20,5916.399902,54.338001,417.022034,4420048.0,414.991302
171,2012-12-21,5847.700195,54.487999,412.589081,4339348.0,408.750458
172,2012-12-24,5855.75,54.257999,408.923798,2632412.0,406.496826
173,2012-12-26,5905.600098,54.318001,407.140717,2687673.0,410.236359
174,2012-12-27,5870.100098,54.458,411.25174,7431009.0,405.010895
175,2012-12-28,5908.350098,54.438,407.883667,6715100.0,416.180023
176,2012-12-31,5905.100098,54.848,416.204803,4490742.0,415.833313
177,2013-01-01,5905.100098,54.848,418.037415,3152667.0,416.402924
178,2013-01-02,5993.25,54.548,418.037415,6203434.0,419.993866
179,2013-01-03,6009.5,54.848,420.315826,7968629.0,426.333771
